ID,SMILES_no_chiral,SMILES_chiral,NPL_score
FQNP612,CCC=Cc1oc(O)c2c1CCC1C3=CC4C(=O)OC(=CCCC)C4(CC3)C21,CCC=Cc1oc(O)c2c1CCC1C3=CC4C(=O)OC(=CCCC)C4(CC3)C21,2.063
FQNP111,CCC=Cc1oc(O)c2c1CCC1C3=CC4C(=O)OC(=CCCC)C4(CC3)C21,CCC=Cc1oc(O)c2c1CC[C@H]1C3=CC4C(=O)O/C(=C\CCC)[C@@]4(CC3)[C@@H]21,2.063
FQNP171,CCC=Cc1oc(O)c2ccccc12,CCC=Cc1oc(O)c2ccccc12,0.695
FQNP170,CCC=Cc1oc(O)c2c1CCC=C2,CCC=Cc1oc(O)c2c1CCC=C2,1.7
FQNP169,CCC=Cc1oc(O)c2c1CCC1C3=CC4C(=O)OC(=CCCC)C4(CC3)C21,CCC=Cc1oc(O)c2c1CC[C@@H]1C2[C@@]23CC[C@@H]1C=C2C(=O)O/C3=C\CCC,2.063
FQNP90,CCC(C)C1NC(=O)c2c1n(C)c1ccccc1c2=O,CC[C@H](C)[C@H]1NC(=O)c2c1n(C)c1ccccc1c2=O,0.595
FQNP91,CCC(C)C1NC(=O)c2c1n(C)c1ccccc1c2=O,CC[C@H](C)[C@@H]1NC(=O)c2c1n(C)c1ccccc1c2=O,0.595
FQNP323,O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,1.188
FQNP92,CC(C)C1NC(=O)c2c1n(C)c1ccccc1c2=O,CC(C)C1NC(=O)c2c1n(C)c1ccccc1c2=O,0.46
FQNP93,Cn1c2c(c(=O)c3ccccc31)C(=O)NC2=O,Cn1c2c(c(=O)c3ccccc31)C(=O)NC2=O,-0.1
FQNP133,CN1C(=O)C2(Cc3cn(C45CC67SSC(CO)(C(=O)N6C4Nc4ccccc45)N(C)C7=O)c4ccccc34)SSC1(CO)C(=O)N2C,CN1C(=O)[C@]2(Cc3cn([C@]45C[C@@]67SS[C@@](CO)(C(=O)N6[C@H]4Nc4ccccc45)N(C)C7=O)c4ccccc34)SS[C@@]1(CO)C(=O)N2C,1.531
FQNP89,CN1C(=O)c2ccccc2-n2c(nc3ccccc3c2=O)C1Cc1ccccc1,CN1C(=O)c2ccccc2-n2c(nc3ccccc3c2=O)C1Cc1ccccc1,-0.101
FQNP602,CC(C)C(C)C=CC(C)C1CCC2=C3C=CC4=CC(=O)CCC4(C)C3CCC21C,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CCC2=C3C=CC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,2.943
FQNP303,CC(C)C(C)C=CC(C)C1CCC2=C3C=CC4=CC(=O)CCC4(C)C3CCC21C,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CCC2=C3C=CC4=CC(=O)CC[C@]4(C)C3CC[C@@]21C,2.943
FQNP541,OCC1OC(Oc2cc(O)cc3cc(O)cc(-c4ccc(O)c(O)c4)c23)C(O)C(O)C1O,OC[C@H]1OC(Oc2cc(O)cc3cc(O)cc(-c4ccc(O)c(O)c4)c23)[C@H](O)[C@@H](O)[C@@H]1O,1.937
FQNP25,C=C(C)C12OC1C1(C)C(=CC2=O)CCC(O)C1C,C=C(C)C12O[C@@H]1[C@@]1(C)C(=CC2=O)CC[C@@H](O)[C@@H]1C,3.249
FQNP629,CC1(C)C=Cc2c(cc(O)c3c(=O)c(-c4cc5c(cc4O)OC(C)(C)CC5)coc23)O1,CC1(C)C=Cc2c(cc(O)c3c(=O)c(-c4cc5c(cc4O)OC(C)(C)CC5)coc23)O1,2.144
FQNP631,CC(C)=CCc1cc(C2COc3cc4c(c(O)c3C2=O)C=CC(C)(C)O4)c(O)cc1O,CC(C)=CCc1cc(C2COc3cc4c(c(O)c3C2=O)C=CC(C)(C)O4)c(O)cc1O,2.87
FQNP166,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,1.546
FQNP167,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,1.701
FQNP531,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)c(O)c(O)c12,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)c(O)c(O)c12,1.655
FQNP85,CC(C)=CC=CC(C)c1c(O)cc(C)c(O)c1O,CC(C)=CC=CC(C)c1c(O)cc(C)c(O)c1O,1.72
FQNP86,CC1C(=O)C(=O)C23C(=O)C1C(C)(C)C2CCC3C,CC1C(=O)C(=O)[C@@]23C(=O)C1C(C)(C)[C@@H]2CC[C@H]3C,1.725
FQNP87,CC1C(=O)C(=O)C23C(=O)C1C(C)(C)C2CCC3C,CC1C(=O)C(=O)[C@]23C(=O)C1C(C)(C)[C@H]2CC[C@H]3C,1.725
FQNP435,CC1=CC(=O)C(=O)C2Cc3oc(O)c(C)c3CC12C,CC1=CC(=O)C(=O)C2Cc3oc(O)c(C)c3C[C@]12C,1.689
FQNP11,C=Nc1cc(O)c(O)c(C)c1O,C=Nc1cc(O)c(O)c(C)c1O,1.075
FQNP345,C=C(C)C(CCC(C)C1CCC2(C)C3CCC4C(C)(C)C(=O)CCC45CC35CCC12C)C(C)C,C=C(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)C(=O)CC[C@@]45C[C@@]35CC[C@]12C)C(C)C,2.998
FQNP347,C=C(C)C(C)CCC(C)C1CCC2(C)C3CCC4C(C)(C)C(=O)CCC45CC35CCC12C,C=C(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)C(=O)CC[C@@]45C[C@@]35CC[C@]12C,3.219
FQNP276,C=C(C)C(C)(C)CCC(C)C1CCC2(C)C3CCC4C(C)(C)C(=O)CCC45CC35CCC12C,C=C(C)C(C)(C)CC[C@@H](C)[C@H]1CC[C@@]2(C)C3CCC4C(C)(C)C(=O)CC[C@@]45C[C@@]35CC[C@]12C,2.963
FQNP498,C=CC(C)(C)c1cc2cc3ccoc3cc2oc1=O,C=CC(C)(C)c1cc2cc3ccoc3cc2oc1=O,1.502
FQNP497,C=CC(C)(C)c1cc2cc3c(cc2oc1=O)OC(C)(C)C=C3,C=CC(C)(C)c1cc2cc3c(cc2oc1=O)OC(C)(C)C=C3,2.359
FQNP500,C=CC(C)(C)c1cc2cc3c(cc2oc1=O)OC(C(C)(C)O)C3,C=CC(C)(C)c1cc2cc3c(cc2oc1=O)OC(C(C)(C)O)C3,2.231
FQNP212,CC(C)c1c(O)c(O)c2c(c1O)C(=O)CC1C3(C)CCCC21C(O)OC3,CC(C)c1c(O)c(O)c2c(c1O)C(=O)CC1[C@]3(C)CCC[C@]21[C@H](O)OC3,2.464
FQNP2,C=C1C(=O)OC2C1CCC1(C)C(O)CC=C(C)C21,C=C1C(=O)O[C@H]2[C@H]1CC[C@]1(C)[C@@H]2C(C)=CC[C@H]1O,3.868
FQNP380,C=C1C(=O)OC2CC(C)=CC=CC(C)CCC12,C=C1C(=O)O[C@@H]2C/C(C)=C\C=C/C(C)CC[C@@H]12,3.448
FQNP379,C=C1C(=O)OC2C1CCC(=C)C1CCC(=C)C12,C=C1C(=O)O[C@H]2C1CCC(=C)[C@@H]1CCC(=C)[C@H]21,2.999
FQNP114,C=C1C(=O)OC2C1CCC1(C)C(=O)C=CC(C)(O)C21,C=C1C(=O)O[C@@H]2C1CC[C@]1(C)C(=O)C=C[C@](C)(O)[C@@H]21,3.562
FQNP24,CC(C)=C1CC2(C)C(=CC1=O)CCC(O)C2C,CC(C)=C1C[C@@]2(C)C(=CC1=O)CC[C@@H](O)[C@@H]2C,2.923
FQNP547,C=C(C)C1CCC(C)=CCC=C(C)CC(=O)CC2(C)OC2C1,C=C(C)[C@@H]1CC/C(C)=C/CC=C(C)CC(=O)C[C@@]2(C)O[C@@H]2C1,2.761
FQNP546,C=C(C)C1CCC(C)=CCC=C(C)CC(=O)CC2(C)OC2C1,C=C(C)[C@@H]1CC/C(C)=C/CC=C(C)CC(=O)C[C@@]2(C)O[C@@H]2C1,2.761
FQNP579,CC=CC1=CC=CC(C2C(=O)C=NC2=O)O1,C/C=C/C1=CC=CC(C2C(=O)C=NC2=O)O1,1.69
FQNP23,CC(C)=C1C(=O)C=C2CCC(O)C(C)C2(C)C1O,CC(C)=C1C(=O)C=C2CC[C@@H](O)[C@H](C)[C@@]2(C)[C@H]1O,2.413
FQNP537,CC(=O)OC(C)(C)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(=O)C(O)C4(C)C)C3(CO)C(=O)CC12C,CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](CC(=O)C(O)C4(C)C)[C@]3(CO)C(=O)C[C@]12C,3.018
FQNP538,CC(C)CCC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(OC5OC(CO)C(O)C(O)C5O)C4(C)C)C3C(=O)CC12C,CC(C)CCC(=O)[C@](C)(O)[C@H]1C(O)C[C@@]2(C)C3CC=C4[C@@H](CC(O)C(OC5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C4(C)C)C3C(=O)C[C@@]12C,2.449
FQNP389,Cc1cc(O)cc(OC(=O)c2c(C)cc(O)cc2O)c1,Cc1cc(O)cc(OC(=O)c2c(C)cc(O)cc2O)c1,0.766
FQNP390,Cc1cc(OC(=O)c2c(C)cc(OC(=O)c3c(C)cc(O)cc3O)cc2O)cc(O)c1C(=O)O,Cc1cc(OC(=O)c2c(C)cc(OC(=O)c3c(C)cc(O)cc3O)cc2O)cc(O)c1C(=O)O,0.541
FQNP375,C=CC(OC(=O)CC(C)C)c1ccc(OC(=O)C(C)C)c(OC)c1,C=CC(OC(=O)CC(C)C)c1ccc(OC(=O)C(C)C)c(OC)c1,0.841
FQNP627,C[n+]1cccc(C(=O)Oc2c(O)cc(C(=O)[O-])cc2O)c1,C[n+]1cccc(C(=O)Oc2c(O)cc(C(=O)[O-])cc2O)c1,0.509
FQNP408,CC=C(C)C(=O)Oc1cc(C)ccc1C1(COC(C)=O)CO1,CC=C(C)C(=O)Oc1cc(C)ccc1C1(COC(C)=O)CO1,1.783
FQNP407,CC=C(C)C(=O)Oc1cc(C)ccc1C1(CO)CO1,CC=C(C)C(=O)Oc1cc(C)ccc1C1(CO)CO1,1.768
FQNP147,CC=C(C)C(=O)Oc1cc(C)ccc1C1(C(C)=O)CO1,CC=C(C)C(=O)Oc1cc(C)ccc1C1(C(C)=O)CO1,1.147
FQNP136,COc1c(C)c(OC(=O)c2c(C)cc(O)c(C)c2O)c(C)c(C)c1C(=O)Oc1c(C)c(C)c(C(=O)O)c(O)c1C,COc1c(C)c(OC(=O)c2c(C)cc(O)c(C)c2O)c(C)c(C)c1C(=O)Oc1c(C)c(C)c(C(=O)O)c(O)c1C,0.852
FQNP134,Cc1cc(O)c(C)c(O)c1C(=O)Oc1c(C)c(C)c(C(=O)Oc2c(C)c(C)c(C(=O)O)c(O)c2C)c(O)c1C,Cc1cc(O)c(C)c(O)c1C(=O)Oc1c(C)c(C)c(C(=O)Oc2c(C)c(C)c(C(=O)O)c(O)c2C)c(O)c1C,0.757
FQNP135,COc1c(C)c(OC(=O)c2c(C)cc(O)c(C)c2O)c(C)c(C)c1C(=O)Oc1cc(C)c(C(=O)O)c(O)c1C,COc1c(C)c(OC(=O)c2c(C)cc(O)c(C)c2O)c(C)c(C)c1C(=O)Oc1cc(C)c(C(=O)O)c(O)c1C,0.861
FQNP145,CC=CC(=O)Oc1cc(C)ccc1C(C)C,CC=CC(=O)Oc1cc(C)ccc1C(C)C,0.067
FQNP404,CC=C(C)C(=O)Oc1cc(C)ccc1C(C)C,CC=C(C)C(=O)Oc1cc(C)ccc1C(C)C,0.692
FQNP174,COC(=O)C12Oc3c(c(O)cc4c3C3=CCC5(C4)C(C3=O)C(=O)c3c(O)cc(C)cc3C5OC(C)=O)C(=O)C1C(=O)C=CC2O,COC(=O)[C@@]12Oc3c(c(O)cc4c3C3=CC[C@]5(C4)C(C3=O)C(=O)c3c(O)cc(C)cc3[C@@H]5OC(C)=O)C(=O)C1C(=O)C=C[C@H]2O,1.984
FQNP175,COC(=O)c1c(O)ccc(O)c1C(=O)c1c(O)cc2c(c1O)C1=CCC3(C2)C(C1=O)C(=O)c1c(O)cc(C)cc1C3OC(C)=O,COC(=O)c1c(O)ccc(O)c1C(=O)c1c(O)cc2c(c1O)C1=CC[C@]3(C2)C(C1=O)C(=O)c1c(O)cc(C)cc1[C@@H]3OC(C)=O,1.494
FQNP473,CC(=O)OC1CC2C(C)(C)C(=O)C=CC2(C)C2CCC3(C)C(c4ccoc4)OC(=O)C4OC43C12C,CC(=O)O[C@@H]1C[C@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)C4O[C@]43[C@]12C,3.339
FQNP186,CC=C(C)C(=O)OC1c2ccoc2C(=O)C2CC(=O)CC(C)C21C,CC=C(C)C(=O)O[C@@H]1c2ccoc2C(=O)C2CC(=O)C[C@H](C)[C@]21C,2.323
FQNP182,CC=C(C)C(=O)OC1c2c(C)coc2C(=O)C2=CCCC(C)C21C,CC=C(C)C(=O)O[C@@H]1c2c(C)coc2C(=O)C2=CCC[C@H](C)[C@]21C,3.021
FQNP584,CC(=O)OC1CC2C(C)c3ccoc3CC2C2(C)CCCC(C)(C)C12,CC(=O)O[C@@H]1C[C@@H]2[C@H](Cc3occc3[C@@H]2C)[C@@]2(C)CCCC(C)(C)[C@H]12,3.07
FQNP585,C=CC1=CCC2C(CC(OC(C)=O)C3C(C)(C)CCCC23C)C1C,C=CC1=CC[C@H]2[C@@H](C[C@@H](OC(C)=O)[C@H]3C(C)(C)CCC[C@]23C)[C@H]1C,3.234
FQNP586,C=CC1=C(C)C2CC(OC(C)=O)C3C(C)(C)CCCC3(C)C2CC1,C=CC1=C(C)[C@@H]2C[C@@H](OC(C)=O)[C@H]3C(C)(C)CCC[C@]3(C)[C@H]2CC1,3.146
FQNP138,O=C(C=Cc1ccc(O)c(O)c1)OC1CC(O)(C(=O)O)CC(O)C1O,O=C(C=Cc1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,2.246
FQNP549,C=C(C)C1Cc2oc(cc2C=O)C(O)C(C)(O)CC2OC(=O)C3(OC23)C(OC(C)=O)C1,C=C(C)[C@H]1Cc2oc(cc2C=O)[C@H](O)[C@](C)(O)C[C@@H]2OC(=O)[C@]3(O[C@@H]23)[C@H](OC(C)=O)C1,3.211
FQNP522,CC(=O)OC1CC(C2(C)CO2)Cc2oc(cc2C=O)C2OC2(C)CC2OC(=O)C13OC23,CC(=O)O[C@@H]1C[C@@H](C2(C)CO2)Cc2oc(cc2C=O)[C@H]2O[C@]2(C)C[C@@H]2OC(=O)[C@]13O[C@@H]23,3.2
FQNP548,C=C(C)C1Cc2oc(cc2C(=O)OC)C2OC2(C)CC2OC(=O)C3(OC23)C(OC(C)=O)C1,C=C(C)[C@H]1Cc2oc(cc2C(=O)OC)[C@H]2O[C@]2(C)C[C@@H]2OC(=O)[C@]3(O[C@@H]23)[C@H](OC(C)=O)C1,2.983
FQNP520,C=C(C)C1Cc2oc(cc2C=O)C(O)C(C)(O)CC2OC(=O)C3(OC23)C(OC(C)=O)C1,C=C(C)[C@H]1Cc2oc(cc2C=O)[C@@H](O)[C@@](C)(O)C[C@@H]2OC(=O)[C@]3(O[C@@H]23)[C@H](OC(C)=O)C1,3.211
FQNP350,CCC(=O)OC1c2c(ccc3ccc(=O)oc23)OC(C)(C)C1OC(C)=O,CCC(=O)O[C@@H]1c2c(ccc3ccc(=O)oc23)OC(C)(C)[C@@H]1OC(C)=O,2.216
FQNP354,CC(=O)OC1C(OC(=O)C(C)C)c2c(ccc3ccc(=O)oc23)OC1(C)C,CC(=O)O[C@@H]1[C@H](OC(=O)C(C)C)c2c(ccc3ccc(=O)oc23)OC1(C)C,2.243
FQNP449,COC(=O)C12CCC3(C)C4=CCC(=O)OCC4(C(C)O)C(OC(C)=O)C(O)C3C1(C)CCC1(C)CC=C(C)CC12O,COC(=O)[C@@]12CC[C@@]3(C)C4=CCC(=O)OC[C@]4([C@@H](C)O)[C@@H](OC(C)=O)[C@@H](O)[C@@H]3[C@@]1(C)CC[C@@]1(C)CC=C(C)C[C@]12O,2.812
FQNP453,C=C1CCC2(C)CCC3(C)C4C(O)C(OC(C)=O)C5(C(C)O)COC(=O)C=CC5C4(C)CCC3(C(=O)OC)C2(O)C1,C=C1CC[C@]2(C)CC[C@]3(C)[C@H]4[C@H](O)[C@H](OC(C)=O)[C@@]5([C@@H](C)O)COC(=O)C=CC5[C@]4(C)CC[C@@]3(C(=O)OC)[C@]2(O)C1,3.369
FQNP81,CCCCCCCCCCCC(=O)OC1C(OC2C(C)OC(OC3C(OC(CCCCC)CCCCCCCCCC(=O)OC4C(OC5C(OC6OC(C)C(OC(=O)C(C)C)C(O)C6O)C(C)OC(OC6C(C)OC7OC8C(OC(CCCCC)CCCCCCCCCC(=O)OC7C6O)OC(C)C(O)C8O)C5OC(=O)CCCCCCCCCCC)OC(C)C(O)C4O)OC(C)C(O)C3O)C(O)C2O)OC(C)C(OC2OC(C)C(OC(=O)C(C)C)C(O)C2O)C1OC1CC(C)C(O)C(O)C1O,CCCCCCCCCCCC(=O)O[C@H]1[C@H](O[C@H]2[C@H](C)O[C@H]3O[C@@H]4[C@@H](O)[C@@H](O)[C@@H](C)O[C@H]4O[C@@H](CCCCC)CCCCCCCCCC(=O)O[C@@H]3[C@@H]2O)O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@@H](OC(=O)C(C)C)[C@@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1OC(=O)CCCCCCCCC[C@H](CCCCC)O[C@@H]1O[C@H](C)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O[C@@H]3O[C@@H](C)[C@H](OC(=O)C(C)C)[C@@H](O)[C@H]3O)[C@@H](O[C@@H]3C[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H]2OC(=O)CCCCCCCCCCC)[C@@H](O)[C@H]1O,0.837
FQNP84,CCCCCCCCCCCC(=O)OC1C(OC2C(C)OC(OC3C(OC(CCCCC)CCCCCCCCCC(=O)OC4C(C)OC(OC5C(OC6OC(C)C(OC(=O)C(C)CC)C(O)C6O)C(C)OC(OC6C(C)OC7OC8C(OC(CCCCC)CCCCCCCCCC(=O)OC6C7O)OC(C)C(O)C8O)C5OC(=O)CCCCCCCCCCC)C(O)C4O)OC(C)C(O)C3O)C(O)C2O)OC(C)C(OC2OC(C)C(OC(=O)C(C)CC)C(O)C2O)C1OC1CC(C)C(O)C(O)C1O,CCCCCCCCCCCC(=O)O[C@H]1[C@H](O[C@H]2[C@H](C)O[C@H]3O[C@@H]4[C@@H](O)[C@@H](O)[C@@H](C)O[C@H]4O[C@@H](CCCCC)CCCCCCCCCC(=O)O[C@H]2[C@H]3O)O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@@H](OC(=O)C(C)CC)[C@@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](OC(=O)CCCCCCCCC[C@H](CCCCC)O[C@@H]2O[C@H](C)[C@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@@H](C)[C@H](OC(=O)C(C)CC)[C@@H](O)[C@H]4O)[C@@H](O[C@@H]4C[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@H]3OC(=O)CCCCCCCCCCC)[C@@H](O)[C@H]2O)[C@@H](O)[C@H]1O,0.828
FQNP83,CCCCCCCCCC(=O)OC1C(OC2C(C)OC(OC3C(OC(CCCCC)CCCCCCCCCC(=O)OC4C(C)OC(OC5C(OC6OC(C)C(OC(=O)C(C)CC)C(O)C6O)C(C)OC(OC6C(C)OC7OC8C(OC(CCCCC)CCCCCCCCCC(=O)OC6C7O)OC(C)C(O)C8O)C5OC(=O)CCCCCCCCC)C(O)C4O)OC(C)C(O)C3O)C(O)C2O)OC(C)C(OC2OC(C)C(OC(=O)C(C)CC)C(O)C2O)C1OC1CC(C)C(O)C(O)C1O,CCCCCCCCCC(=O)O[C@H]1[C@H](O[C@H]2[C@H](C)O[C@H]3O[C@@H]4[C@@H](O)[C@@H](O)[C@@H](C)O[C@H]4O[C@@H](CCCCC)CCCCCCCCCC(=O)O[C@H]2[C@H]3O)O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@@H](OC(=O)C(C)CC)[C@@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](OC(=O)CCCCCCCCC[C@H](CCCCC)O[C@@H]2O[C@H](C)[C@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@@H](C)[C@H](OC(=O)C(C)CC)[C@@H](O)[C@H]4O)[C@@H](O[C@@H]4C[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@H]3OC(=O)CCCCCCCCC)[C@@H](O)[C@H]2O)[C@@H](O)[C@H]1O,0.847
FQNP351,CC(C)C(=O)OC1c2c(ccc3ccc(=O)oc23)OC(C)(C)C1O,CC(C)C(=O)O[C@@H]1c2c(ccc3ccc(=O)oc23)OC(C)(C)[C@@H]1O,2.126
FQNP352,CC=C(C)C(=O)OC1c2c(ccc3ccc(=O)oc23)OC(C)(C)C1O,CC=C(C)C(=O)O[C@@H]1c2c(ccc3ccc(=O)oc23)OC(C)(C)[C@@H]1O,2.484
FQNP213,CC(=O)OC1=CC2C(C)(CO)CCCC2(C)c2c(O)c(O)c(C(C)C)c(O)c21,CC(=O)OC1=CC2[C@@](C)(CO)CCC[C@]2(C)c2c(O)c(O)c(C(C)C)c(O)c21,1.976
FQNP205,CC(=O)OC1=CC2C3(CCCC2(C)C(=O)O3)Cc2c(O)c(O)c(C(C)C)c(O)c21,CC(=O)OC1=CC2[C@]3(CCC[C@]2(C)C(=O)O3)Cc2c(O)c(O)c(C(C)C)c(O)c21,1.91
FQNP116,COC(=O)C1(O)CC(OC(=O)C=Cc2ccc(O)c(O)c2)C(O)C(OC(=O)C=Cc2ccc(O)c(O)c2)C1,COC(=O)C1(O)C[C@@H](OC(=O)C=Cc2ccc(O)c(O)c2)C(O)[C@H](OC(=O)C=Cc2ccc(O)c(O)c2)C1,1.294
FQNP168,O=C(C=Cc1ccc(O)c(O)c1)OC1CC(O)(C(=O)O)CC(OC(=O)C=Cc2ccc(O)c(O)c2)C1O,O=C(C=Cc1ccc(O)c(O)c1)O[C@@H]1CC(O)(C(=O)O)C[C@@H](OC(=O)C=Cc2ccc(O)c(O)c2)C1O,1.349
FQNP236,COC(=O)CC1C(C)(C)C(OC(=O)C(C)C)C2(OC(C)=O)C(=O)C1(C)C1CCC3(C)C(c4ccoc4)OC(=O)CC3C13OC23,COC(=O)C[C@H]1C(C)(C)[C@H](OC(=O)C(C)C)[C@@]2(OC(C)=O)C(=O)[C@]1(C)C1CC[C@]3(C)C(CC(=O)O[C@H]3c3ccoc3)[C@]13O[C@@H]32,2.583
FQNP233,COC(=O)CC1C(C)(C)C(OC(=O)C(C)C)C2(OC(C)=O)C=C3C4CC(=O)OC(c5ccoc5)C4(C)CCC3C1(C)C2=O,COC(=O)C[C@H]1C(C)(C)[C@H](OC(=O)C(C)C)[C@]2(OC(C)=O)C=C3C(CC[C@]4(C)C3CC(=O)O[C@H]4c3ccoc3)[C@@]1(C)C2=O,2.332
FQNP234,CC=C(C)C(=O)OC1C2(OC(C)=O)C=C3C4CC(=O)OC(c5ccoc5)C4(C)CCC3C(C)(C2=O)C(CC(=O)OC)C1(C)C,CC=C(C)C(=O)O[C@H]1C(C)(C)[C@H](CC(=O)OC)[C@]2(C)C(=O)[C@@]1(OC(C)=O)C=C1C2CC[C@]2(C)C1CC(=O)O[C@H]2c1ccoc1,2.536
FQNP235,COC(=O)CC1C(C)(C)C(OC(=O)C(C)C)C2(O)C(=O)C1(C)C1CCC3(C)C(c4ccoc4)OC(=O)CC3C13OC23,COC(=O)C[C@H]1C(C)(C)[C@H](OC(=O)C(C)C)[C@@]2(O)C(=O)[C@]1(C)C1CC[C@]3(C)C(CC(=O)O[C@H]3c3ccoc3)[C@]13O[C@@H]32,2.821
FQNP231,COC(=O)CC1C(C)(C)C(OC(=O)C(C)C)C2(O)C=C3C4CC(=O)OC(c5ccoc5)C4(C)CCC3C1(C)C2=O,COC(=O)C[C@H]1C(C)(C)[C@H](OC(=O)C(C)C)[C@]2(O)C=C3C(CC[C@]4(C)C3CC(=O)O[C@H]4c3ccoc3)[C@@]1(C)C2=O,2.615
FQNP232,CC=C(C)C(=O)OC1C2(O)C=C3C4CC(=O)OC(c5ccoc5)C4(C)CCC3C(C)(C2=O)C(CC(=O)OC)C1(C)C,CC=C(C)C(=O)O[C@H]1C(C)(C)[C@H](CC(=O)OC)[C@]2(C)C(=O)[C@@]1(O)C=C1C2CC[C@]2(C)C1CC(=O)O[C@H]2c1ccoc1,2.846
FQNP358,CC(C)C(=O)OC1Cc2c(ccc3ccc(=O)oc23)OC1(C)C,CC(C)C(=O)O[C@@H]1Cc2c(ccc3ccc(=O)oc23)OC1(C)C,2.162
FQNP357,CC=C(C)C(=O)OC1Cc2c(ccc3ccc(=O)oc23)OC1(C)C,CC=C(C)C(=O)O[C@@H]1Cc2c(ccc3ccc(=O)oc23)OC1(C)C,2.611
