ID,SMILES_no_chiral,SMILES_chiral,NPL_score
FQNP62,CC(OC(=O)C=Cc1ccc(O)cc1)C1CCC(C(O)C2C=CCC(=O)O2)O1,C[C@H](OC(=O)C=Cc1ccc(O)cc1)[C@@H]1CC[C@H]([C@H](O)[C@H]2C=CCC(=O)O2)O1,1.54
FQNP63,CC(OC(=O)C=Cc1ccc(O)c(O)c1)C1CCC(C(O)C2C=CCC(=O)O2)O1,C[C@H](OC(=O)C=Cc1ccc(O)c(O)c1)[C@@H]1CC[C@H]([C@H](O)[C@H]2C=CCC(=O)O2)O1,1.642
FQNP291,Cc1ccc(C(C)C(C)CC(OC2OC(CO)C(O)C(O)C2OC2OCC(O)C(O)C2O)C(C)(C)O)cc1O,Cc1ccc(C(C)[C@H](C)C[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2OC[C@@H](O)[C@@H](O)[C@@H]2O)C(C)(C)O)cc1O,1.686
FQNP193,N#CC(OC1OC(CO)C(O)C(O)C1O)c1ccccc1,N#C[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1,1.334
FQNP228,COc1cc(OOC2OCC(O)C(O)C2O)c2c(-c3ccc(O)c(O)c3)cc(=O)oc2c1,COc1cc(OO[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)c2c(-c3ccc(O)c(O)c3)cc(=O)oc2c1,1.51
FQNP227,COc1cc(OOC2OCC(CO)C(O)C2O)c2c(-c3ccc(O)c(O)c3)cc(=O)oc2c1,COc1cc(OO[C@H]2OC[C@H](CO)[C@H](O)[C@H]2O)c2c(-c3ccc(O)c(O)c3)cc(=O)oc2c1,1.559
FQNP225,O=c1cc(-c2ccc(O)c(O)c2)c2c(OOC3OCC(O)C(O)C3O)cc(O)cc2o1,O=c1cc(-c2ccc(O)c(O)c2)c2c(OO[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)cc(O)cc2o1,1.777
FQNP616,Cc1cc2c(C(C)C)ccc(C)c2cc1OCc1ccccc1,Cc1cc2c(C(C)C)ccc(C)c2cc1OCc1ccccc1,-0.019
FQNP137,COc1cc(OC2OC(COC3OCC(O)(CO)C3O)C(O)C(O)C2O)c2c(-c3ccc(O)c(O)c3)cc(=O)oc2c1,COc1cc(O[C@@H]2O[C@H](CO[C@@H]3OC[C@](O)(CO)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)c2c(-c3ccc(O)c(O)c3)cc(=O)oc2c1,1.956
FQNP226,COc1cc(OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)c2c(-c3ccc(O)c(O)c3)cc(=O)oc2c1,COc1cc(O[C@@H]2O[C@H](CO[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)c2c(-c3ccc(O)c(O)c3)cc(=O)oc2c1,1.633
FQNP224,O=c1cc(-c2ccc(O)c(O)c2)c2c(OC3OC(COC4OCC(O)C(O)C4O)C(O)C(O)C3O)cc(O)cc2o1,O=c1cc(-c2ccc(O)c(O)c2)c2c(O[C@@H]3O[C@H](CO[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)cc(O)cc2o1,1.837
FQNP247,CC(C)=CCOc1c2ccoc2cc2oc(=O)ccc12,CC(C)=CCOc1c2ccoc2cc2oc(=O)ccc12,1.427
FQNP253,CC(C)(O)C(O)COc1c2ccoc2cc2oc(=O)ccc12,CC(C)(O)C(O)COc1c2ccoc2cc2oc(=O)ccc12,1.558
FQNP478,CC(C)=CCOc1ccc2ccc(=O)oc2c1,CC(C)=CCOc1ccc2ccc(=O)oc2c1,0.93
FQNP200,COc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,COc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,1.661
FQNP124,COc1ccc(CO)cc1,COc1ccc(CO)cc1,0.231
FQNP109,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1,1.123
FQNP222,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1,1.313
FQNP242,COc1ccc2ccc(=O)oc2c1,COc1ccc2ccc(=O)oc2c1,0.409
FQNP539,COc1cc(OC2OC(CO)C(O)C(O)C2O)c2c(-c3ccc(O)c(O)c3)cc(O)cc2c1,COc1cc(OC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2c(-c3ccc(O)c(O)c3)cc(O)cc2c1,1.806
FQNP540,COc1cc(OC2OC(CO)C(O)C(O)C2O)c2c(-c3ccc(O)c(O)c3)cc(O)cc2c1,COc1cc(OC2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c2c(-c3ccc(O)c(O)c3)cc(O)cc2c1,1.806
FQNP312,COc1cc(O)cc(CCc2ccc(O)cc2)c1,COc1cc(O)cc(CCc2ccc(O)cc2)c1,0.648
FQNP313,COc1cccc(CCc2cc(O)cc(OC)c2)c1,COc1cccc(CCc2cc(O)cc(OC)c2)c1,0.38
FQNP130,COc1cc(O)cc(CCc2cccc(O)c2)c1,COc1cc(O)cc(CCc2cccc(O)c2)c1,0.602
FQNP392,COc1cc(C)c2c(=O)c3c(O)cc(OC)cc3oc2c1,COc1cc(C)c2c(=O)c3c(O)cc(OC)cc3oc2c1,0.878
FQNP220,COc1cc(O)c2c(c1)OC(c1ccccc1)C(=O)C2O,COc1cc(O)c2c(c1)OC(c1ccccc1)C(=O)C2O,1.106
FQNP221,COc1cc(O)c2c(c1)OC(c1ccccc1)CC2=O,COc1cc(O)c2c(c1)OC(c1ccccc1)CC2=O,1.329
FQNP244,COc1ccc(-c2cc(=O)c3c(O)cc(OC)cc3o2)cc1,COc1ccc(-c2cc(=O)c3c(O)cc(OC)cc3o2)cc1,0.892
FQNP164,COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1,COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1,1.145
FQNP371,COc1cc(O)c2c(c1)CCc1cc(O)ccc1-2,COc1cc(O)c2c(c1)CCc1cc(O)ccc1-2,1.322
FQNP558,COc1ccc(C2COc3cc(O)ccc3C2)c(O)c1,COc1ccc([C@H]2COc3cc(O)ccc3C2)c(O)c1,1.285
FQNP249,COc1c2occc2cc2ccc(=O)oc12,COc1c2occc2cc2ccc(=O)oc12,1.258
FQNP107,COc1c2c(cc3ccoc13)C(=O)C1(O)c3cc4c(cc3OCC1O2)OCO4,COc1c2c(cc3ccoc13)C(=O)[C@@]1(O)c3cc4c(cc3OC[C@@H]1O2)OCO4,2.123
FQNP28,COC1=CC(=O)c2c(O)cc(OC)c3c2=C1CC1(C=3)C(OC)=CC(=O)c2c(O)cc(OC)cc21,COC1=CC(=O)c2c(O)cc(OC)c3c2=C1CC1(C=3)C(OC)=CC(=O)c2c(O)cc(OC)cc21,1.483
FQNP254,COc1c2ccoc2cc2oc(=O)ccc12,COc1c2ccoc2cc2oc(=O)ccc12,1.039
FQNP641,COc1cccc2c1cc1c3c(cc4c(c32)OCO4)C(=O)N1,COc1cccc2c1cc1c3c(cc4c(c32)OCO4)C(=O)N1,1.183
FQNP300,COc1cc(OC)c2c(O)c3c(c(OC)c2c1)OC(C)C(C)C3=O,COc1cc(OC)c2c(O)c3c(c(OC)c2c1)O[C@@H](C)C(C)C3=O,1.851
FQNP296,COc1cc(OC)c2c(O)c3c(c(OC)c2c1)OC(C)C(C)C3=O,COc1cc(OC)c2c(O)c3c(c(OC)c2c1)O[C@@H](C)C(C)C3=O,1.851
FQNP298,COc1cc(OC)c2c(O)c3c(c(OC)c2c1)OC(C)CC3=O,COc1cc(OC)c2c(O)c3c(c(OC)c2c1)O[C@@H](C)CC3=O,1.661
FQNP341,COc1cc(OC)c2c(O)c3c(=O)cc(C)oc3c(OC)c2c1,COc1cc(OC)c2c(O)c3c(=O)cc(C)oc3c(OC)c2c1,1.48
FQNP340,COc1cc(OC)c2c(O)c3c(=O)c(C)c(C)oc3c(OC)c2c1,COc1cc(OC)c2c(O)c3c(=O)c(C)c(C)oc3c(OC)c2c1,1.303
FQNP299,COc1cc(OC)c2c(O)c3c(cc2c1)OC(C)C(C)C3=O,COc1cc(OC)c2c(O)c3c(cc2c1)O[C@@H](C)C(C)C3=O,1.741
FQNP295,COc1cc(OC)c2c(O)c3c(cc2c1)OC(C)C(C)C3=O,COc1cc(OC)c2c(O)c3c(cc2c1)O[C@@H](C)C(C)C3=O,1.741
FQNP297,COc1cc(OC)c2c(O)c3c(cc2c1)OC(C)CC3=O,COc1cc(OC)c2c(O)c3c(cc2c1)O[C@@H](C)CC3=O,1.513
FQNP302,COc1cc(OC)c2c(O)c3c(=O)cc(C)oc3cc2c1,COc1cc(OC)c2c(O)c3c(=O)cc(C)oc3cc2c1,1.441
FQNP301,COc1cc(OC)c2c(O)c3c(=O)c(C)c(C)oc3cc2c1,COc1cc(OC)c2c(O)c3c(=O)c(C)c(C)oc3cc2c1,1.221
FQNP188,COc1cc(C)c2c(OC)cc(O)c3c2c1C(=O)OC3OC,COc1cc(C)c2c(OC)cc(O)c3c2c1C(=O)OC3OC,1.495
FQNP27,COC1=C2C3=c4c(c(O)cc(OC)c4=CC2(C)C(=O)C(=O)C1)C(=O)CC3OC,COC1=C2C3=c4c(c(O)cc(OC)c4=C[C@]2(C)C(=O)C(=O)C1)C(=O)CC3OC,1.561
FQNP621,COc1c2c(cc3c1OCO3)C(c1ccc3c(c1)OCO3)C1C(=O)OCC1C2,COc1c2c(cc3c1OCO3)C(c1ccc3c(c1)OCO3)C1C(=O)OCC1C2,1.596
FQNP172,C=CCc1cc(OC)c2c(c1)OCO2,C=CCc1cc(OC)c2c(c1)OCO2,1.028
FQNP218,COc1cc(O)cc2c1C(=O)C(O)C(c1ccccc1)O2,COc1cc(O)cc2c1C(=O)C(O)C(c1ccccc1)O2,2.002
FQNP321,COc1cc(O)cc2c1C(=O)OC(C)CCCCCCC2,COc1cc(O)cc2c1C(=O)O[C@H](C)CCCCCCC2,1.356
FQNP42,COc1cccc2c1C(=O)OC(C)C2,COc1cccc2c1C(=O)O[C@@H](C)C2,1.009
FQNP29,COC1=CC(=O)c2c(O)cc(OC)c3c2C1(O)COC3=O,COC1=CC(=O)c2c(O)cc(OC)c3c2[C@]1(O)COC3=O,2.533
FQNP30,COc1cc(=O)c2c(=O)cc(OC)c3c(O)occ1c32,COc1cc(=O)c2c(=O)cc(OC)c3c(O)occ1c32,0.735
FQNP187,C=c1cc(OC)c2c(=O)occ3c(OC)cc(O)c1c32,C=c1cc(OC)c2c(=O)occ3c(OC)cc(O)c1c32,1.134
FQNP219,COc1cc(O)cc2c1C(=O)CC(c1ccccc1)O2,COc1cc(O)cc2c1C(=O)CC(c1ccccc1)O2,1.595
FQNP307,COc1cc(O)cc2c1C(=O)CC(c1ccc(O)c(-c3c(O)cc4oc(-c5ccc(O)cc5)cc(=O)c4c3O)c1)O2,COc1cc(O)cc2c1C(=O)CC(c1ccc(O)c(-c3c(O)cc4oc(-c5ccc(O)cc5)cc(=O)c4c3O)c1)O2,1.642
FQNP543,COc1c2c(cc3oc(C)cc(=O)c13)OC(C(C)(C)O)C2,COc1c2c(cc3oc(C)cc(=O)c13)O[C@H](C(C)(C)O)C2,2.618
FQNP596,COc1cccc2c1C(=O)C1=C(CC(C)OC1C)C2(OC)c1ccc2cc3c(c(O)c2c1O)C(=O)CC(C)(O)C3,COc1cccc2c1C(=O)C1=C(C[C@H](C)O[C@@H]1C)C2(OC)c1ccc2cc3c(c(O)c2c1O)C(=O)C[C@@](C)(O)C3,1.637
FQNP594,COc1cc(OC)c2c(c1)C(OC)(c1ccc3cc4c(c(O)c3c1O)C(=O)CCC4)C1=C(C2=O)C(C)OC(C)C1,COc1cc(OC)c2c(c1)C(OC)(c1ccc3cc4c(c(O)c3c1O)C(=O)CCC4)C1=C(C2=O)[C@@H](C)O[C@@H](C)C1,1.331
FQNP597,COc1cccc2c1C(=O)C1=C(CC(C)OC1C)C2(OC)c1ccc2cc3cc(C)cc(O)c3c(O)c2c1O,COc1cccc2c1C(=O)C1=C(C[C@H](C)O[C@@H]1C)C2(OC)c1ccc2cc3cc(C)cc(O)c3c(O)c2c1O,1.368
FQNP598,COc1cccc2c1C(=O)C1=C(CC(C)OC1C)C2(OC)c1ccc2c(c1O)C(=O)c1c(O)cc(C)cc1C2=O,COc1cccc2c1C(=O)C1=C(C[C@H](C)O[C@@H]1C)C2(OC)c1ccc2c(c1O)C(=O)c1c(O)cc(C)cc1C2=O,1.427
FQNP595,COc1cc(OC)c2c(c1)C(OC)(c1ccc3c(c1O)C(=O)c1c(O)cc(C)cc1C3=O)C1=C(C2=O)C(C)OC(C)C1,COc1cc(OC)c2c(c1)C(OC)(c1ccc3c(c1O)C(=O)c1c(O)cc(C)cc1C3=O)C1=C(C2=O)[C@@H](C)O[C@@H](C)C1,1.448
FQNP223,COc1cc(O)cc2oc(-c3ccccc3)c(O)c(=O)c12,COc1cc(O)cc2oc(-c3ccccc3)c(O)c(=O)c12,1.357
FQNP388,COc1c(C2OCC3C(c4ccc5c(c4OC)OCO5)OCC23)ccc2c1OCO2,COc1c([C@H]2OC[C@@H]3[C@@H](c4ccc5c(c4OC)OCO5)OC[C@H]23)ccc2c1OCO2,0.823
FQNP14,COc1cc(-c2cc(=O)c3c(O)c(O)c(OC)cc3o2)ccc1Oc1ccc(-c2cc(=O)c3c(O)c(O)c(OC)cc3o2)cc1OC,COc1cc(-c2cc(=O)c3c(O)c(O)c(OC)cc3o2)ccc1Oc1ccc(-c2cc(=O)c3c(O)c(O)c(OC)cc3o2)cc1OC,0.518
FQNP386,COc1ccc(C2OCC3C(c4ccc5c(c4)OCO5)OCC23)cc1OC,COc1ccc([C@H]2OC[C@@H]3[C@@H](c4ccc5c(c4)OCO5)OC[C@H]23)cc1OC,0.749
FQNP385,COc1ccc(C2OCC3C(c4ccc5c(c4C)OCO5)OCC23)cc1OC,COc1ccc([C@H]2OC[C@@H]3[C@@H](c4ccc5c(c4C)OCO5)OC[C@H]23)cc1OC,1.087
FQNP311,COc1cc(CCc2ccc(OC)c(OC)c2)cc(OC)c1,COc1cc(CCc2ccc(OC)c(OC)c2)cc(OC)c1,0.075
FQNP22,COc1ccc(-c2cc(=O)c3c(O)c(O)c(OC)cc3o2)cc1OC,COc1ccc(-c2cc(=O)c3c(O)c(O)c(OC)cc3o2)cc1OC,0.985
FQNP503,COc1ccc(C2OCC3C(c4ccc5c(c4)OCO5)OCC23)cc1OC,COc1ccc(C2OCC3C(c4ccc5c(c4)OCO5)OCC23)cc1OC,0.749
FQNP131,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,0.989
FQNP243,COc1cc2ccc(=O)oc2cc1OC,COc1cc2ccc(=O)oc2cc1OC,0.547
FQNP105,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4C2C3=O)O1,1.842
FQNP642,COc1cc2c3c(c(OC)c4c(OC)cccc4c3c1OC)NC2=O,COc1cc2c3c(c(OC)c4c(OC)cccc4c3c1OC)NC2=O,0.883
FQNP362,COc1cc(O)c2c(=O)c(O)c(-c3ccccc3)oc2c1OC,COc1cc(O)c2c(=O)c(O)c(-c3ccccc3)oc2c1OC,1.36
FQNP278,COc1cc(CCc2cc(O)c(OC)c(OC)c2)ccc1O,COc1cc(CCc2cc(O)c(OC)c(OC)c2)ccc1O,0.876
FQNP566,C=CCc1cc(OC)c(OC)c(OC)c1,C=CCc1cc(OC)c(OC)c(OC)c1,0.652
FQNP400,COc1c(O)cc2cc(OC)c3cc(O)ccc3c2c1OC,COc1c(O)cc2cc(OC)c3cc(O)ccc3c2c1OC,1.486
FQNP279,COc1cc2cc(OC)c3cccc(O)c3c2c(OC)c1OC,COc1cc2cc(OC)c3cccc(O)c3c2c(OC)c1OC,0.961
FQNP318,COc1c(O)cc2cc(OC)c3cccc(O)c3c2c1OC,COc1c(O)cc2cc(OC)c3cccc(O)c3c2c1OC,1.259
FQNP280,COc1c(O)cc2c(c1OC)-c1ccc(O)cc1CC2,COc1c(O)cc2c(c1OC)-c1ccc(O)cc1CC2,1.522
FQNP387,COc1cc(C2OCC3C(c4ccc5c(c4C)OCO5)OCC23)ccc1O,COc1cc([C@H]2OC[C@@H]3[C@@H](c4ccc5c(c4C)OCO5)OC[C@H]23)ccc1O,1.411
FQNP310,COc1cc(CCc2ccc(O)c(OC)c2)cc(OC)c1,COc1cc(CCc2ccc(O)c(OC)c2)cc(OC)c1,0.442
FQNP129,COc1cc(O)cc(CCc2ccc(O)c(OC)c2)c1,COc1cc(O)cc(CCc2ccc(O)c(OC)c2)c1,0.81
FQNP626,COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O,COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O,1.367
FQNP132,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(O)c(OC)c3)oc2c1,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(O)c(OC)c3)oc2c1,1.214
FQNP165,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,1.566
FQNP255,COc1cc2oc(=O)ccc2cc1O,COc1cc2oc(=O)ccc2cc1O,1.036
FQNP256,COc1cc2ccc(=O)oc2cc1O,COc1cc2ccc(=O)oc2cc1O,1.082
FQNP361,COc1c(-c2ccccc2)oc2c(OC)c(O)cc(O)c2c1=O,COc1c(-c2ccccc2)oc2c(OC)c(O)cc(O)c2c1=O,1.418
FQNP110,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,1.345
FQNP618,COc1cc(O)c2c(c1)OC(c1ccc(OC)c(O)c1)CC2=O,COc1cc(O)c2c(c1)OC(c1ccc(OC)c(O)c1)CC2=O,1.412
FQNP560,COc1ccc2c(c1O)OC1c3ccc(OC)c(O)c3OCC21,COc1ccc2c(c1O)O[C@H]1c3ccc(OC)c(O)c3OC[C@@H]21,1.83
FQNP559,COc1ccc2c(c1)OC1c3ccc(OC)c(O)c3OCC21,COc1ccc2c(c1)O[C@H]1c3ccc(OC)c(O)c3OC[C@@H]21,1.757
FQNP112,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)cc1OC,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)cc1OC,1.174
FQNP113,COc1cc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)ccc1O,COc1cc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)ccc1O,1.416
FQNP1,COc1ccc(-c2oc3cc(O)c(OC)c(O)c3c(=O)c2OC)cc1,COc1ccc(-c2oc3cc(O)c(OC)c(O)c3c(=O)c2OC)cc1,1.215
FQNP530,COc1c(O)cc2oc(-c3ccc(O)c(O)c3)c(O)c(=O)c2c1O,COc1c(O)cc2oc(-c3ccc(O)c(O)c3)c(O)c(=O)c2c1O,1.683
FQNP316,COc1cc2c(c(O)c1OC)-c1ccc(O)cc1CC2,COc1cc2c(c(O)c1OC)-c1ccc(O)cc1CC2,1.418
FQNP556,COc1ccc(C2COc3cc(O)ccc3C2)c(OC)c1O,COc1ccc(C2COc3cc(O)ccc3C2)c(OC)c1O,1.528
FQNP128,COc1cc2ccc3cc(O)ccc3c2c(OC)c1O,COc1cc2ccc3cc(O)ccc3c2c(OC)c1O,1.303
FQNP127,COc1cc2ccc3c(OC)c(O)ccc3c2c(OC)c1O,COc1cc2ccc3c(OC)c(O)ccc3c2c(OC)c1O,1.355
FQNP369,COc1cc2c(c(OC)c1O)-c1ccc(O)cc1CC2,COc1cc2c(c(OC)c1O)-c1ccc(O)cc1CC2,1.515
FQNP126,COc1cc2c(c(OC)c1O)-c1ccc(O)c(OC)c1CC2,COc1cc2c(c(OC)c1O)-c1ccc(O)c(OC)c1CC2,1.669
FQNP567,COc1cc(C2OCC3C(c4cc(OC)c(O)c(OC)c4)OCC23)cc(OC)c1O,COc1cc([C@H]2OC[C@@H]3[C@@H](c4cc(OC)c(O)c(OC)c4)OC[C@H]23)cc(OC)c1O,0.839
FQNP364,COc1cc(CCc2cc(OC)c(O)c(OC)c2)ccc1O,COc1cc(CCc2cc(OC)c(O)c(OC)c2)ccc1O,0.658
FQNP20,COc1cc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c(O)c1O,COc1cc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c(O)c1O,1.414
FQNP248,COc1ccc2ccc(=O)oc2c1CC=C(C)C,COc1ccc2ccc(=O)oc2c1CC=C(C)C,1.617
FQNP557,COc1c(CC=C(C)C)c(O)cc2c1-c1oc3cc(O)ccc3c1CO2,COc1c(CC=C(C)C)c(O)cc2c1-c1oc3cc(O)ccc3c1CO2,2.024
FQNP108,COc1cc2c(cc1-c1cc3cc4ccoc4cc3oc1=O)OCO2,COc1cc2c(cc1-c1cc3cc4ccoc4cc3oc1=O)OCO2,0.733
FQNP31,COC1=CC(=O)c2c(O)cc(OC)c(C)c2C1=O,COC1=CC(=O)c2c(O)cc(OC)c(C)c2C1=O,1.882
FQNP554,COC12CC3OC(C)(C1O)C1(O2)C(C)OC(O)CC31OC,CO[C@]12C[C@@H]3O[C@](C)([C@H]1O)[C@@]1(O2)[C@H](C)O[C@H](O)C[C@@]31OC,2.294
FQNP18,COc1cc(CCC2(C)C(C)CCC34COC(=O)C3=CC(OC3OC(CO)C(O)C(O)C3O)CC42)c(O)o1,COc1cc(CC[C@]2(C)C3CC(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)=CC4C(=O)OC[C@]43CC[C@H]2C)c(O)o1,2.679
FQNP44,COC1CC(=O)C2OC2(C)C1=O,COC1CC(=O)C2O[C@@]2(C)C1=O,2.461
FQNP7,COC1CC(=O)C2OC2(C)C1=O,COC1CC(=O)C2O[C@]2(C)C1=O,2.461
FQNP12,COC1CC(=O)C(Nc2ccccc2)C(C)(O)C1=O,COC1CC(=O)C(Nc2ccccc2)[C@@](C)(O)C1=O,0.929
FQNP45,COC1CC(=O)CC(C)(O)C1=O,COC1CC(=O)C[C@@](C)(O)C1=O,2.167
FQNP587,COc1oc(=O)c2c(O)c(C)cc3c2c1C=CC3OC,COc1oc(=O)c2c(O)c(C)cc3c2c1C=CC3OC,1.738
FQNP363,COC1=CC(=O)CC12CCc1cccc(O)c1C2=O,COC1=CC(=O)CC12CCc1cccc(O)c1C2=O,2.013
FQNP436,C=C(C)C1(O)OC(=O)C=C1OC,C=C(C)C1(O)OC(=O)C=C1OC,2.924
FQNP367,COc1cc(O)c2c(ccc3cc(O)ccc32)c1O,COc1cc(O)c2c(ccc3cc(O)ccc32)c1O,1.278
FQNP9,COC1=C(O)C(=O)C(O)=C(C)C1=O,COC1=C(O)C(=O)C(O)=C(C)C1=O,1.944
FQNP8,COC1=CC(=O)C(O)=C(C)C1=O,COC1=CC(=O)C(O)=C(C)C1=O,2.444
FQNP13,CCCCc1ccc(NC2=C(C)C(=O)C(OC)=CC2=O)cc1,CCCCc1ccc(NC2=C(C)C(=O)C(OC)=CC2=O)cc1,0.6
FQNP651,COC1C(O)C(O)C(O)C(O)C1O,COC1C(O)C(O)C(O)C(O)C1O,1.562
FQNP286,CC1(C)c2[nH]c3cc(Cl)ccc3c2CC23CN4CCCC4(CC21)C(=O)N3,CC1(C)c2[nH]c3cc(Cl)ccc3c2C[C@@]23CN4CCC[C@]4(C[C@@H]12)C(=O)N3,0.81
FQNP32,O=C1C=Cc2ccc(Cl)c(O)c2CO1,O=C1C=Cc2ccc(Cl)c(O)c2CO1,1.31
FQNP95,CC(=O)Cc1cc(O)c2c(O)c3c(O)c(Cl)c(O)cc3c(O)c2c1,CC(=O)Cc1cc(O)c2c(O)c3c(O)c(Cl)c(O)cc3c(O)c2c1,1.313
FQNP285,CC1(C)c2[nH]c3cc(Cl)c(Cl)cc3c2CC23CN4CCCC4(CC21)C(=O)N3,CC1(C)c2[nH]c3cc(Cl)c(Cl)cc3c2C[C@@]23CN4CCC[C@]4(C[C@@H]12)C(=O)N3,0.836
FQNP10,COC1CC(=O)C(Cl)C(C)(O)C1=O,COC1CC(=O)C(Cl)[C@@](C)(O)C1=O,1.793
FQNP511,CC1=CCC2CC=C(C)C(CCC(C)=CCC1)C2(C)C,CC1=CCC2CC=C(C)C(CCC(C)=CCC1)C2(C)C,2.252
FQNP512,C=C1CCC=C(C)CCC2=C(C)CCC(CC1)C2(C)C,C=C1CCC=C(C)CCC2=C(C)CCC(CC1)C2(C)C,2.658
FQNP504,C=C1CCC2OC2(C)CCC2C1CC2(C)C,C=C1CCC2OC2(C)CC[C@@H]2C1CC2(C)C,3.678
FQNP510,C=C1CCC2CC=C(C)CCC=C(C)CCC1C2(C)C,C=C1CCC2CC=C(C)CCC=C(C)CCC1C2(C)C,2.582
FQNP246,C=C1CCC2OC2(C)CCC2C1CC2(C)C,C=C1CCC2OC2(C)CCC2C1CC2(C)C,3.678
FQNP245,C=C1CCC=C(C)CCC2C1CC2(C)C,C=C1CCC=C(C)CCC2C1CC2(C)C,3.432
FQNP481,CC1=CCC(C(C)C)c2cc(C)c(C)cc21,CC1=CC[C@@H](C(C)C)c2cc(C)c(C)cc21,1.464
